start_time,end_time,dx_range,dy_range,dz_range
511.745,541.727,"(-0.039999999999999994, 0.05400000000000002)","(-0.0597, 0.033700000000000015)","(-0.0789, 0.023799999999999988)"
514.589,544.48,"(-0.039999999999999994, 0.05400000000000002)","(-0.0597, 0.033700000000000015)","(-0.0789, 0.023799999999999988)"
518.401,548.1709999999998,"(-0.039999999999999994, 0.05400000000000002)","(-0.0597, 0.033700000000000015)","(-0.07769999999999999, 0.023799999999999988)"
521.366,551.1659999999998,"(-0.039999999999999994, 0.05510000000000001)","(-0.0597, 0.033700000000000015)","(-0.07769999999999999, 0.023799999999999988)"
528.082,557.943,"(-0.0397, 0.055899999999999984)","(-0.0612, 0.033700000000000015)","(-0.07769999999999999, 0.023799999999999988)"
533.982,563.752,"(-0.03970000000000001, 0.055899999999999984)","(-0.0612, 0.032300000000000016)","(-0.0759, 0.023799999999999988)"
537.854,567.474,"(-0.03970000000000001, 0.055899999999999984)","(-0.0612, 0.032300000000000016)","(-0.07519999999999999, 0.023799999999999988)"
540.668,549.019,"(-0.03589999999999999, 0.05149999999999999)","(-0.0575, 0.025300000000000017)","(-0.07519999999999999, 0.02010000000000001)"
549.563,551.197,"(-0.029300000000000007, 0.05510000000000001)","(-0.056800000000000024, 0.032300000000000016)","(-0.06849999999999999, 0.023400000000000004)"
551.741,570.651,"(-0.03970000000000001, 0.055899999999999984)","(-0.0612, 0.030399999999999983)","(-0.0751, 0.02210000000000001)"
543.572,551.197,"(-0.03589999999999999, 0.05510000000000001)","(-0.0575, 0.032300000000000016)","(-0.07400000000000001, 0.023400000000000004)"
551.741,573.253,"(-0.03970000000000001, 0.055899999999999984)","(-0.0612, 0.030399999999999983)","(-0.0751, 0.02210000000000001)"
550.168,551.197,"(-0.0271, 0.05510000000000001)","(-0.056800000000000024, 0.0232)","(-0.06849999999999999, 0.018000000000000016)"
551.741,580.059,"(-0.03970000000000001, 0.055899999999999984)","(-0.0612, 0.030399999999999983)","(-0.0783, 0.02360000000000001)"
556.7330000000002,586.443,"(-0.044799999999999986, 0.053399999999999975)","(-0.0612, 0.030399999999999983)","(-0.0784, 0.02360000000000001)"
560.091,589.802,"(-0.044799999999999986, 0.053399999999999975)","(-0.06039999999999999, 0.029)","(-0.0784, 0.02360000000000001)"
563.389,593.099,"(-0.044799999999999986, 0.05490000000000003)","(-0.06039999999999999, 0.029)","(-0.0784, 0.02360000000000001)"
567.05,593.947,"(-0.044799999999999986, 0.05490000000000003)","(-0.06039999999999999, 0.029)","(-0.0784, 0.02360000000000001)"
594.5509999999998,596.79,"(-0.031300000000000015, 0.05229999999999998)","(-0.04859999999999999, 0.028600000000000018)","(-0.0678, 0.023400000000000004)"
572.95,593.947,"(-0.044799999999999986, 0.05490000000000003)","(-0.06039999999999999, 0.029)","(-0.0784, 0.02360000000000001)"
594.5509999999998,602.781,"(-0.03720000000000001, 0.05229999999999998)","(-0.06140000000000001, 0.028600000000000018)","(-0.077, 0.023400000000000004)"
573.585,593.947,"(-0.044799999999999986, 0.05490000000000003)","(-0.06039999999999999, 0.029)","(-0.0784, 0.02360000000000001)"
603.325,603.507,"(-0.0291, -0.010300000000000005)","(-0.0578, -0.0353)","(-0.0691, -0.0527)"
0.29100000000000004,0.594,"(-0.0255, 0.04119999999999999)","(-0.049199999999999994, 0.017100000000000004)","(-0.055999999999999994, 0.010199999999999987)"
1.229,5.919,"(-0.03600000000000002, 0.05009999999999998)","(-0.060399999999999975, 0.027400000000000008)","(-0.07559999999999999, 0.020800000000000013)"
0.231,0.564,"(-0.01910000000000001, 0.0524)","(-0.0474, 0.022900000000000004)","(-0.05229999999999998, 0.011399999999999992)"
1.26,6.1,"(-0.036600000000000014, 0.050299999999999984)","(-0.05710000000000001, 0.026300000000000014)","(-0.07089999999999999, 0.02109999999999998)"
0.261,0.594,"(-0.021600000000000008, 0.0539)","(-0.044300000000000006, 0.03)","(-0.055900000000000005, 0.01960000000000001)"
1.29,12.696,"(-0.0369, 0.05430000000000002)","(-0.0551, 0.03159999999999999)","(-0.07819999999999999, 0.02590000000000001)"
1.26,5.919,"(-0.0369, 0.05429999999999999)","(-0.0551, 0.03159999999999999)","(-0.07819999999999999, 0.02049999999999999)"
6.4639999999999995,18.021,"(-0.03599999999999999, 0.05430000000000002)","(-0.055400000000000005, 0.03209999999999999)","(-0.07219999999999999, 0.02590000000000001)"
6.4639999999999995,26.038,"(-0.03620000000000001, 0.05430000000000002)","(-0.0575, 0.03209999999999999)","(-0.07460000000000001, 0.028700000000000007)"
3.71,5.919,"(-0.036500000000000005, 0.043800000000000006)","(-0.05489999999999999, 0.02449999999999999)","(-0.07819999999999999, 0.013300000000000006)"
6.4639999999999995,33.541,"(-0.043800000000000006, 0.05430000000000002)","(-0.058300000000000025, 0.03209999999999999)","(-0.07460000000000001, 0.028700000000000007)"
10.940999999999999,40.650999999999996,"(-0.043800000000000006, 0.0529)","(-0.058300000000000025, 0.03209999999999999)","(-0.0748, 0.028700000000000007)"
15.873,41.49899999999999,"(-0.043800000000000006, 0.0529)","(-0.058300000000000025, 0.03209999999999999)","(-0.0748, 0.028700000000000007)"
42.043,45.855,"(-0.0316, 0.0514)","(-0.0573, 0.028100000000000017)","(-0.0726, 0.021900000000000003)"
23.316,41.49899999999999,"(-0.043800000000000006, 0.0529)","(-0.058300000000000025, 0.030500000000000024)","(-0.0748, 0.026500000000000024)"
42.043,45.795,"(-0.0316, 0.0514)","(-0.0573, 0.028100000000000017)","(-0.0726, 0.021900000000000003)"
46.4,53.147,"(-0.03920000000000001, 0.05670000000000003)","(-0.0585, 0.029799999999999993)","(-0.07400000000000001, 0.022900000000000004)"
30.213,41.49899999999999,"(-0.043800000000000006, 0.0529)","(-0.058300000000000025, 0.030500000000000024)","(-0.0748, 0.026500000000000024)"
42.043,45.885,"(-0.0316, 0.0514)","(-0.0573, 0.028100000000000017)","(-0.0726, 0.021900000000000003)"
46.4,60.165,"(-0.03920000000000001, 0.05670000000000003)","(-0.0585, 0.03210000000000002)","(-0.0765, 0.022900000000000004)"
38.019,41.49899999999999,"(-0.03520000000000001, 0.05200000000000002)","(-0.0577, 0.02729999999999999)","(-0.0748, 0.023299999999999987)"
46.4,67.759,"(-0.03920000000000001, 0.05670000000000003)","(-0.0585, 0.03269999999999998)","(-0.0765, 0.02499999999999999)"
43.102,45.885,"(-0.0316, 0.0514)","(-0.0573, 0.026899999999999983)","(-0.0699, 0.021900000000000003)"
46.4,61.345,"(-0.03920000000000001, 0.05670000000000003)","(-0.0585, 0.03269999999999998)","(-0.0765, 0.02499999999999999)"
61.89,72.872,"(-0.03780000000000002, 0.050600000000000034)","(-0.056500000000000015, 0.034200000000000015)","(-0.07730000000000001, 0.02449999999999999)"
50.393,74.779,"(-0.03920000000000001, 0.05340000000000003)","(-0.0585, 0.034200000000000015)","(-0.07730000000000001, 0.02499999999999999)"
75.32300000000002,80.285,"(-0.0402, 0.05609999999999998)","(-0.0551, 0.028700000000000007)","(-0.07429999999999999, 0.02360000000000001)"
57.533,61.345,"(-0.03450000000000002, 0.05340000000000003)","(-0.0556, 0.03269999999999998)","(-0.0765, 0.02499999999999999)"
61.89,74.779,"(-0.03780000000000002, 0.050600000000000034)","(-0.05750000000000001, 0.034200000000000015)","(-0.07730000000000001, 0.02449999999999999)"
75.32300000000002,87.274,"(-0.0402, 0.05609999999999998)","(-0.058400000000000014, 0.028700000000000007)","(-0.07429999999999999, 0.02360000000000001)"
65.309,74.779,"(-0.03780000000000002, 0.050299999999999984)","(-0.05750000000000001, 0.034200000000000015)","(-0.07730000000000001, 0.021199999999999997)"
75.32300000000002,95.17,"(-0.0402, 0.05609999999999998)","(-0.058400000000000014, 0.029)","(-0.07429999999999999, 0.024000000000000018)"
72.207,74.779,"(-0.035100000000000006, 0.049100000000000005)","(-0.05750000000000001, 0.029599999999999987)","(-0.0742, 0.0189)"
75.32300000000002,102.159,"(-0.0402, 0.05609999999999998)","(-0.058400000000000014, 0.029)","(-0.07690000000000001, 0.024000000000000018)"
77.199,93.93,"(-0.0402, 0.05160000000000003)","(-0.058400000000000014, 0.029)","(-0.07429999999999999, 0.021800000000000017)"
94.47399999999999,107.181,"(-0.03979999999999999, 0.05279999999999998)","(-0.05750000000000001, 0.02939999999999998)","(-0.07690000000000001, 0.024000000000000018)"
84.46,93.93,"(-0.03939999999999999, 0.05160000000000003)","(-0.058400000000000014, 0.029)","(-0.07390000000000001, 0.02099999999999999)"
94.474,114.169,"(-0.040399999999999985, 0.05279999999999998)","(-0.05869999999999999, 0.02939999999999998)","(-0.07690000000000001, 0.024000000000000018)"
92.296,93.93,"(-0.035199999999999995, 0.05109999999999998)","(-0.0567, 0.027999999999999997)","(-0.0723, 0.01910000000000001)"
94.47399999999999,106.18299999999999,"(-0.03979999999999999, 0.05279999999999998)","(-0.05750000000000001, 0.02939999999999998)","(-0.07690000000000001, 0.024000000000000018)"
106.727,114.95700000000001,"(-0.040399999999999985, 0.05259999999999998)","(-0.05869999999999999, 0.029099999999999987)","(-0.07500000000000001, 0.0222)"
115.56200000000001,122.27799999999999,"(-0.038499999999999986, 0.05050000000000002)","(-0.0557, 0.0295)","(-0.08000000000000003, 0.0237)"
99.587,114.957,"(-0.040399999999999985, 0.05259999999999998)","(-0.05869999999999999, 0.02939999999999998)","(-0.07500000000000001, 0.0222)"
115.562,129.418,"(-0.040000000000000015, 0.05050000000000002)","(-0.057300000000000025, 0.031700000000000006)","(-0.08000000000000003, 0.0237)"
106.667,114.95700000000001,"(-0.040399999999999985, 0.05259999999999998)","(-0.05869999999999999, 0.029099999999999987)","(-0.07500000000000001, 0.0222)"
115.56200000000001,134.683,"(-0.040000000000000015, 0.055900000000000005)","(-0.0576, 0.031700000000000006)","(-0.08000000000000003, 0.0237)"
135.287,136.559,"(-0.028299999999999995, 0.049400000000000034)","(-0.0527, 0.031)","(-0.0706, 0.017499999999999988)"
111.749,114.957,"(-0.03639999999999999, 0.0522)","(-0.05869999999999999, 0.027599999999999986)","(-0.0736, 0.016500000000000015)"
115.562,134.683,"(-0.040000000000000015, 0.055900000000000005)","(-0.0576, 0.031700000000000006)","(-0.08000000000000003, 0.0237)"
135.287,141.55100000000004,"(-0.0358, 0.0514)","(-0.059099999999999986, 0.031)","(-0.07619999999999999, 0.0255)"
119.34299999999999,134.683,"(-0.040000000000000015, 0.055900000000000005)","(-0.0576, 0.031700000000000006)","(-0.08000000000000003, 0.0237)"
135.227,149.235,"(-0.037000000000000005, 0.0514)","(-0.059099999999999986, 0.031)","(-0.0787, 0.0255)"
127.058,134.683,"(-0.0379, 0.055900000000000005)","(-0.0576, 0.031700000000000006)","(-0.07379999999999999, 0.021600000000000008)"
135.227,157.01,"(-0.037000000000000005, 0.05629999999999996)","(-0.060999999999999985, 0.031)","(-0.0787, 0.0255)"
134.65200000000002,134.683,"(0.041100000000000025, 0.041100000000000025)","(0.022499999999999992, 0.022499999999999992)","(0.0141, 0.0141)"
135.227,154.651,"(-0.037000000000000005, 0.055800000000000016)","(-0.060999999999999985, 0.031)","(-0.0787, 0.0255)"
155.195,164.635,"(-0.03639999999999999, 0.05629999999999996)","(-0.0572, 0.02939999999999998)","(-0.07429999999999999, 0.02300000000000002)"
139.281,154.651,"(-0.037000000000000005, 0.055800000000000016)","(-0.060999999999999985, 0.029899999999999982)","(-0.0787, 0.024800000000000016)"
155.255,169.112,"(-0.03860000000000001, 0.05629999999999996)","(-0.05810000000000001, 0.02939999999999998)","(-0.07579999999999999, 0.023599999999999986)"
146.966,154.651,"(-0.0364, 0.055800000000000016)","(-0.060999999999999985, 0.029200000000000007)","(-0.0752, 0.024800000000000016)"
155.255,176.766,"(-0.03870000000000001, 0.05629999999999996)","(-0.05810000000000001, 0.02939999999999998)","(-0.07830000000000001, 0.0242)"
154.257,154.651,"(-0.0364, 0.0469)","(-0.05049999999999999, 0.02540000000000001)","(-0.0724, 0.019800000000000012)"
155.255,184.209,"(-0.03889999999999999, 0.05629999999999996)","(-0.05869999999999999, 0.02939999999999998)","(-0.07830000000000001, 0.0242)"
162.123,191.954,"(-0.03889999999999999, 0.05329999999999998)","(-0.06, 0.029000000000000026)","(-0.07830000000000001, 0.0242)"
167.146,197.067,"(-0.03889999999999999, 0.05329999999999998)","(-0.06, 0.028900000000000012)","(-0.07830000000000001, 0.0242)"
174.437,204.359,"(-0.0407, 0.05309999999999998)","(-0.06, 0.030399999999999983)","(-0.0758, 0.023300000000000015)"
181.456,211.136,"(-0.0407, 0.05309999999999998)","(-0.06, 0.03290000000000001)","(-0.0758, 0.023300000000000015)"
189.171,218.669,"(-0.0407, 0.05349999999999997)","(-0.0585, 0.03290000000000001)","(-0.07500000000000001, 0.023300000000000015)"
194.102,224.084,"(-0.0407, 0.05349999999999997)","(-0.0585, 0.03290000000000001)","(-0.0757, 0.023300000000000015)"
202.05900000000003,232.011,"(-0.0406, 0.05349999999999997)","(-0.0612, 0.03290000000000001)","(-0.0773, 0.023300000000000015)"
209.653,238.577,"(-0.0406, 0.05349999999999997)","(-0.0612, 0.029799999999999993)","(-0.0773, 0.02260000000000001)"
239.121,239.484,"(-0.03199999999999999, 0.04300000000000001)","(-0.051600000000000014, 0.0232)","(-0.06889999999999999, 0.014000000000000012)"
214.767,238.577,"(-0.0406, 0.05349999999999997)","(-0.0612, 0.029799999999999993)","(-0.0773, 0.02260000000000001)"
239.12099999999998,244.71900000000002,"(-0.037999999999999985, 0.04939999999999997)","(-0.056899999999999985, 0.0315)","(-0.07390000000000001, 0.021900000000000003)"
221.755,238.577,"(-0.0406, 0.0524)","(-0.0612, 0.029200000000000007)","(-0.0773, 0.02260000000000001)"
239.121,251.163,"(-0.037999999999999985, 0.053299999999999965)","(-0.05889999999999999, 0.03159999999999999)","(-0.0766, 0.023899999999999973)"
251.707,251.707,"(-0.012200000000000004, -0.012200000000000004)","(-0.04350000000000001, -0.04350000000000001)","(-0.0575, -0.0575)"
229.28799999999998,238.577,"(-0.0406, 0.0524)","(-0.0612, 0.029200000000000007)","(-0.0738, 0.02260000000000001)"
239.12099999999998,251.16299999999998,"(-0.037999999999999985, 0.053299999999999965)","(-0.05889999999999999, 0.03159999999999999)","(-0.0766, 0.023899999999999973)"
251.707,259.27099999999996,"(-0.03889999999999999, 0.05240000000000003)","(-0.057399999999999986, 0.03219999999999998)","(-0.07710000000000003, 0.0237)"
237.064,238.577,"(-0.03620000000000001, 0.04379999999999998)","(-0.056399999999999985, 0.024900000000000002)","(-0.0738, 0.01899999999999999)"
251.707,266.834,"(-0.03889999999999999, 0.0529)","(-0.057399999999999986, 0.03219999999999998)","(-0.07710000000000003, 0.0237)"
243.93099999999998,251.16299999999998,"(-0.03549999999999999, 0.053299999999999965)","(-0.05889999999999999, 0.03159999999999999)","(-0.0766, 0.023899999999999973)"
251.707,273.883,"(-0.039499999999999987, 0.05410000000000001)","(-0.057399999999999986, 0.03219999999999998)","(-0.07710000000000003, 0.023900000000000005)"
249.165,251.163,"(-0.03549999999999999, 0.04340000000000002)","(-0.052099999999999994, 0.027499999999999997)","(-0.07239999999999999, 0.015600000000000003)"
251.707,279.087,"(-0.039499999999999987, 0.05510000000000004)","(-0.057899999999999986, 0.03219999999999998)","(-0.07710000000000003, 0.023900000000000005)"
256.881,286.863,"(-0.039499999999999987, 0.05510000000000004)","(-0.057899999999999986, 0.0305)","(-0.07659999999999999, 0.023900000000000005)"
264.596,294.366,"(-0.039499999999999987, 0.05510000000000004)","(-0.057899999999999986, 0.0305)","(-0.07659999999999999, 0.027900000000000008)"
269.527,299.4790000000001,"(-0.0369, 0.05510000000000004)","(-0.06050000000000001, 0.03169999999999998)","(-0.07659999999999999, 0.027900000000000008)"
277.061,306.801,"(-0.036999999999999984, 0.05510000000000004)","(-0.06050000000000001, 0.03169999999999998)","(-0.07659999999999999, 0.027900000000000008)"
284.4120000000001,306.801,"(-0.036999999999999984, 0.054899999999999984)","(-0.06050000000000001, 0.03169999999999998)","(-0.076, 0.027900000000000008)"
307.345,314.3640000000001,"(-0.037099999999999994, 0.04829999999999998)","(-0.0563, 0.028400000000000012)","(-0.0701, 0.02200000000000002)"
291.915,306.801,"(-0.036999999999999984, 0.054899999999999984)","(-0.06050000000000001, 0.03169999999999998)","(-0.076, 0.023599999999999986)"
307.345,321.8979999999999,"(-0.0432, 0.0532)","(-0.05860000000000001, 0.0305)","(-0.07619999999999999, 0.023399999999999976)"
297.119,306.801,"(-0.036999999999999984, 0.054899999999999984)","(-0.0575, 0.03169999999999998)","(-0.076, 0.023599999999999986)"
307.345,327.101,"(-0.0432, 0.0532)","(-0.05860000000000001, 0.0305)","(-0.07619999999999999, 0.023800000000000016)"
304.35,306.801,"(-0.036999999999999984, 0.0479)","(-0.0567, 0.0237)","(-0.076, 0.016199999999999992)"
307.345,334.211,"(-0.0432, 0.0532)","(-0.05870000000000001, 0.0315)","(-0.07619999999999999, 0.023800000000000016)"
311.702,326.043,"(-0.0432, 0.0532)","(-0.05860000000000001, 0.0305)","(-0.07619999999999999, 0.023800000000000016)"
326.587,341.684,"(-0.043799999999999985, 0.05150000000000002)","(-0.05870000000000001, 0.0315)","(-0.077, 0.0227)"
319.235,348.915,"(-0.043799999999999985, 0.05350000000000002)","(-0.0592, 0.0315)","(-0.077, 0.023800000000000016)"
324.53,326.043,"(-0.035199999999999995, 0.0461)","(-0.057300000000000025, 0.0255)","(-0.0715, 0.01830000000000001)"
326.587,354.48199999999986,"(-0.043799999999999985, 0.05350000000000002)","(-0.0592, 0.0315)","(-0.077, 0.0244)"
331.88199999999995,361.713,"(-0.043799999999999985, 0.05350000000000002)","(-0.0592, 0.03)","(-0.077, 0.0244)"
339.476,369.30699999999996,"(-0.043799999999999985, 0.05350000000000002)","(-0.0592, 0.03)","(-0.077, 0.0244)"
346.585,376.446,"(-0.037000000000000005, 0.05350000000000002)","(-0.0575, 0.028299999999999995)","(-0.07419999999999999, 0.0244)"
351.819,381.469,"(-0.03770000000000001, 0.053499999999999985)","(-0.0575, 0.028299999999999995)","(-0.07419999999999999, 0.02260000000000001)"
359.625,389.396,"(-0.03770000000000001, 0.053499999999999985)","(-0.0591, 0.031199999999999974)","(-0.07419999999999999, 0.027499999999999997)"
366.735,396.717,"(-0.03770000000000001, 0.053499999999999985)","(-0.0591, 0.03259999999999999)","(-0.07400000000000001, 0.027499999999999997)"
373.905,403.766,"(-0.0422, 0.05529999999999999)","(-0.0591, 0.03259999999999999)","(-0.07400000000000001, 0.027499999999999997)"
381.89300000000003,406.94300000000004,"(-0.0422, 0.05529999999999999)","(-0.0591, 0.03259999999999999)","(-0.07400000000000001, 0.027499999999999997)"
407.48800000000006,411.39,"(-0.037100000000000015, 0.04999999999999999)","(-0.056399999999999985, 0.033200000000000014)","(-0.0729, 0.022799999999999987)"
386.763,406.943,"(-0.0422, 0.05529999999999999)","(-0.057700000000000015, 0.03259999999999999)","(-0.07400000000000001, 0.027499999999999997)"
407.48800000000006,416.746,"(-0.037100000000000015, 0.05380000000000002)","(-0.060799999999999986, 0.033200000000000014)","(-0.0729, 0.022799999999999987)"
394.47900000000004,406.94300000000004,"(-0.0422, 0.05529999999999999)","(-0.05750000000000001, 0.03259999999999999)","(-0.0725, 0.02540000000000001)"
407.48800000000006,424.097,"(-0.037100000000000015, 0.05380000000000002)","(-0.060799999999999986, 0.033200000000000014)","(-0.0738, 0.02310000000000001)"
401.43699999999984,406.943,"(-0.033700000000000015, 0.05240000000000003)","(-0.057099999999999984, 0.029599999999999987)","(-0.0724, 0.02540000000000001)"
407.48800000000006,431.328,"(-0.03779999999999998, 0.05380000000000002)","(-0.060799999999999986, 0.033200000000000014)","(-0.0738, 0.025300000000000017)"
409.091,438.983,"(-0.03779999999999998, 0.05380000000000002)","(-0.060799999999999986, 0.030400000000000014)","(-0.0738, 0.0262)"
413.901,443.672,"(-0.03779999999999998, 0.05380000000000002)","(-0.0575, 0.030400000000000014)","(-0.0768, 0.0262)"
421.495,451.478,"(-0.03779999999999998, 0.0544)","(-0.05900000000000001, 0.030299999999999994)","(-0.0768, 0.0262)"
429.029,458.285,"(-0.0421, 0.0544)","(-0.05900000000000001, 0.030299999999999994)","(-0.0768, 0.0262)"
458.829,459.011,"(-0.027100000000000013, -0.009199999999999986)","(-0.0509, -0.0305)","(-0.0688, -0.05209999999999998)"
436.714,458.285,"(-0.0421, 0.0544)","(-0.05900000000000001, 0.0285)","(-0.0768, 0.024900000000000002)"
458.829,466.48400000000004,"(-0.037100000000000015, 0.053899999999999976)","(-0.06170000000000001, 0.028700000000000007)","(-0.07590000000000001, 0.024900000000000002)"
441.403,458.285,"(-0.0421, 0.0544)","(-0.05900000000000001, 0.0285)","(-0.0743, 0.024900000000000002)"
458.829,471.355,"(-0.037100000000000015, 0.053899999999999976)","(-0.06170000000000001, 0.028700000000000007)","(-0.07590000000000001, 0.024900000000000002)"
448.603,458.285,"(-0.0421, 0.0517)","(-0.055900000000000005, 0.0285)","(-0.0743, 0.0199)"
458.829,478.585,"(-0.0374, 0.053899999999999976)","(-0.06170000000000001, 0.030300000000000018)","(-0.07590000000000001, 0.0257)"
456.651,458.285,"(-0.0421, 0.04800000000000002)","(-0.055900000000000005, 0.0285)","(-0.0715, 0.017299999999999982)"
458.829,486.331,"(-0.038999999999999986, 0.053899999999999976)","(-0.06170000000000001, 0.030300000000000018)","(-0.07590000000000001, 0.0257)"
463.94300000000004,493.80400000000003,"(-0.038999999999999986, 0.055899999999999984)","(-0.06170000000000001, 0.030300000000000018)","(-0.07590000000000001, 0.0257)"
469.237,499.068,"(-0.038999999999999986, 0.055899999999999984)","(-0.058099999999999985, 0.03110000000000002)","(-0.07390000000000001, 0.0257)"
476.105,487.45099999999996,"(-0.038999999999999986, 0.05350000000000002)","(-0.0557, 0.029700000000000008)","(-0.0729, 0.0242)"
487.995,506.087,"(-0.038699999999999984, 0.055899999999999984)","(-0.058099999999999985, 0.03110000000000002)","(-0.07540000000000001, 0.025399999999999975)"
483.82,513.651,"(-0.038999999999999986, 0.055899999999999984)","(-0.058099999999999985, 0.03110000000000002)","(-0.0762, 0.025399999999999975)"
491.353,521.305,"(-0.0378, 0.05579999999999999)","(-0.05939999999999999, 0.03140000000000001)","(-0.0762, 0.025300000000000017)"
496.648,525.7230000000002,"(-0.04010000000000001, 0.05579999999999999)","(-0.05939999999999999, 0.03140000000000001)","(-0.0762, 0.025300000000000017)"
526.2669999999998,526.418,"(-0.03240000000000001, -0.008300000000000002)","(-0.053499999999999985, -0.038099999999999995)","(-0.06650000000000003, -0.05529999999999999)"
504.151,528.839,"(-0.04010000000000001, 0.05579999999999999)","(-0.05939999999999999, 0.03140000000000001)","(-0.0762, 0.025300000000000017)"
529.383,534.073,"(-0.034099999999999984, 0.05010000000000003)","(-0.057800000000000025, 0.032799999999999996)","(-0.0727, 0.0232)"
511.503,528.839,"(-0.04010000000000001, 0.0529)","(-0.05939999999999999, 0.03140000000000001)","(-0.0761, 0.025300000000000017)"
529.383,541.364,"(-0.036999999999999984, 0.05080000000000001)","(-0.057800000000000025, 0.033300000000000024)","(-0.07400000000000001, 0.0232)"
519.036,528.839,"(-0.04010000000000001, 0.05179999999999998)","(-0.057200000000000015, 0.029900000000000013)","(-0.0761, 0.025099999999999983)"
529.383,548.807,"(-0.036999999999999984, 0.053999999999999986)","(-0.059299999999999985, 0.033300000000000024)","(-0.0751, 0.025100000000000008)"
523.756,525.7230000000002,"(-0.04010000000000001, 0.049400000000000034)","(-0.05410000000000001, 0.02729999999999999)","(-0.07289999999999999, 0.025099999999999983)"
526.2669999999998,528.839,"(-0.0364, 0.050299999999999984)","(-0.0558, 0.028700000000000007)","(-0.0761, 0.0232)"
529.383,553.738,"(-0.03939999999999999, 0.05610000000000001)","(-0.059299999999999985, 0.033300000000000024)","(-0.0751, 0.025100000000000008)"
120.523,120.675,"(-0.038899999999999935, -0.035499999999999865)","(-0.10250000000000004, -0.09719999999999997)","(0.0855999999999999, 0.08640000000000025)"
145.665,146.996,"(-0.05689999999999995, -0.027200000000000113)","(-0.08700000000000019, -0.06789999999999985)","(0.13680000000000006, 0.17510000000000006)"
145.605,146.996,"(-0.05689999999999995, -0.023399999999999862)","(-0.08700000000000019, -0.06789999999999985)","(0.13480000000000025, 0.17510000000000006)"
